case_title,case_number,section,source,target,relationship
Allegation of Possible Bribery at Pristina Airport,0218/04,methodology,itf,acting commissioner police kosovo,contacted to ascertain status of
Allegation of Possible Bribery at Pristina Airport,0218/04,methodology,itf,police enquiry,ongoing investigation related to
Allegation of Possible Bribery at Pristina Airport,0218/04,background_information,itf,unmik,involved in incident report
Allegation of Possible Bribery at Pristina Airport,0218/04,background_information,unmik,fush,location of incident
Allegation of Possible Bribery at Pristina Airport,0218/04,background_information,unmik,kosovo,operating region
Allegation of Possible Bribery at Pristina Airport,0218/04,background_information,kta,escavator,supplier of product
Allegation of Possible Bribery at Pristina Airport,0218/04,conclusions,October 2002,"€ 5,200",date of the bribery attempt
Allegation of Possible Bribery at Pristina Airport,0218/04,conclusions,Pristina,UNMIK,location of the investigation
Allegation of Possible Bribery at Pristina Airport,0218/04,recommendations,UNMIK,ITF,involved in a judicial investigation
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,introduction,28 february 2003,pristina international airport,audit report date
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,introduction,pristina international airport,chartered accountants,conduct investigation
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,introduction,divisional manager airports sector kta,pristina international airport,authorise annex agreement
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,introduction,divisional manager airports sector kta,"€ 25,000",exceed authorisation limit
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,introduction,divisional manager airports sector kta,"€ 1,390",authorise expenditure
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,investigation_details,ATCS,Pristina Airport,contractor for construction and maintenance services
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,investigation_details,KFOR,UNMIK,collaborators in overseeing airport operations
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,investigation_details,Iceland,Italy,lead nations in a collaborative effort
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,UNMIK is the organization responsible for the administration of Kosovo.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,1999/24,12 December 1999,1999/24 is a regulation that was promulgated on 12 December 1999.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,Kosovo,22 March 1989,The law applicable to Kosovo includes regulations from 22 March 1989.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,PPRB,UNMIK,PPRB is involved in verifying procurement records for UNMIK.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,Article 6.3,Article 8.2,Article 6.3 and Article 8.2 both pertain to procurement procedures.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,applicable_laws_and_procedural_rules,Article 24,Article 6.3,Article 24 outlines methods of procurement that relate to Article 6.3.
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,methodology,2003/16,Pillar IV,establishment of investigation task force
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,methodology,Pristina,Pillar IV,location of investigation
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,Pristina International Airport,Kosovo Force (KFOR),operates in cooperation with
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,United Nations Security Council,Kosovo,administers territory under resolution
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,UNMIK,Pristina International Airport,mandates administration of
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,Pillar II,Department of Transport Infrastructure (DOTI),supervises
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,Kosovo Trust Agency (KTA),Pristina International Airport,takes over administration from
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,background_information,International Civil Aviation Organization (ICAO),Pristina International Airport,regulates
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,"€ 25,935.74",main contract,amount related to
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,garage parking area,air traffic control services,location for
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,annex agreement,construction fire fighter office,related to
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,annex agreement,maintenance office,related to
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,"€ 1,390",annex agreement,amount related to
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,"€ 25,000",main contract,exceeds authorisation limit
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,divisional manager,annex agreement,authorises
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,evidence,divisional manager,indicates failure of
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,construction fire fighter office,matter urgency,requires
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,conclusions,maintenance office,matter urgency,requires
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,recommendations,divisional manager,unmik,recommends action to
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,recommendations,unmik,pillar iv,is located at
"Alleged irregularities in a contract for the construction of garages and a parking area for Air Traffic Control Services at Pristina Airport and in an annex agreement for the supply of new offices, training room and maintenance garage for the Rescue Fire Fighting Service",Case 0276/04,recommendations,atcs,unmik,has responsibility for
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,introduction,investigation task force,Department of Justice,refers case for judicial action
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,introduction,ITF,Pillar,conducts investigation in collaboration
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,introduction,ITF,UNMIK,conducts investigation in collaboration
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,introduction,Pristina Airport,"€ 8,000.00",involves payment for alleged illegal activity
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Partner 1,Official 1,"Partner 1 pays € 8,000.00 to Official 1 at Pristina airport."
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Partner 2,Company Representative,Partner 2 advises Company Representative about consignment arrival.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Company Representative,Official 1,Company Representative consults Official 1 regarding storage charges.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,ITF,Cargo Department,ITF investigator visits Cargo Department to check documentation.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Official 2,ITF,Official 2 provides explanations during ITF investigation.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Partner 4,Official 2,Partner 4 contacts Official 2 to discuss certain issues.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,investigation_details,Airline 2,Partner 4,Staff member of Airline 2 advises Partner 4 to contact Official 2.
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Kosovo Criminal Code,KCC,is abbreviated as
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Provisional Kosovo Criminal Code,PCCK,is abbreviated as
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Kosovo Criminal Code,article 215,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Kosovo Criminal Code,article 341,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Kosovo Criminal Code,article 219,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Kosovo Criminal Code,article 340,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Provisional Kosovo Criminal Code,article 22,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Provisional Kosovo Criminal Code,article 23,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,applicable_laws_and_procedural_rules,Provisional Kosovo Criminal Code,article 339,contains
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,methodology,itf,unmik,recommends administrative action
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,methodology,official 1,department of justice,involved in case resolution
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,methodology,official 1,iv04/192/02,subject of disciplinary action recommendation
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,methodology,official 2,iv04/192/03,subject of disciplinary action recommendation
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,itf investigator,company,meets with
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,company,partner 1,has partners
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,company,partner 2,has partners
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,company,partner 3,has partners
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,company,partner 4,has partners
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,partner 2,partner 3,pays total price
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,background_information,partner 1,partner 2,pays VAT and duties
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,conclusions,staff member,trial,awaiting
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,conclusions,department of justice,judicial authorities,collaborates with
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,recommendations,itf,unmik,recommends administrative action
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,recommendations,itf,unmik,recommends appropriate disciplinary action
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,recommendations,official 1,competent authority,criminally charge
Allegation of fraud in handling and accounting of Cargo at Pristina Airport,0192/04,recommendations,official 2,competent authority,criminally charge
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,introduction,investigation task force,ITF,is an abbreviation of
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,introduction,UNMIK,Pillar IV,administers
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,introduction,Kosovo Trust Agency,Pristina Airport,controls
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,introduction,Provisional Institutions of Self-Government,Constitutional Framework,established pursuant to
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,introduction,investigation task force,UNMIK,conducts investigation into
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,investigation_details,UNMIK,ITF,contract signatory
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,investigation_details,UNMIK,Pristina Airport,bank account control
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,investigation_details,Chartered Accountants,UNMIK,interest account investigation
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,investigation_details,UNMIK Air BP,Pristina Airport,supply aviation fuel
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,united nations,security council,authorizes
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,security council,resolution 1244,adopts
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,united nations interim administration mission kosovo,unmik,operates under
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,unmik,regulation 1999/1,issues
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,regulation 1999/1,kosovo,applies to
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,provisional criminal code kosovo,article 339,includes
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,provisional criminal code kosovo,article 340,includes
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,applicable_laws_and_procedural_rules,provisional criminal code kosovo,article 341,includes
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,background_information,dcdm,unmik,audit report
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,background_information,unmik,bank account,associated with
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,background_information,company,account,related to
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,background_information,staff member 1,account,signatory for
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,background_information,private account,account,type of
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,conclusions,ITF,UNMIK,conduct investigation related to
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,conclusions,UNMIK,Kosovo,operates in
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,conclusions,BP,UNMIK,involved in financial transactions with
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,recommendations,unmik,bank account,owns
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,recommendations,unmik,fund,manages
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,recommendations,fund,interest,generates
Alleged Irregularities Related to an UNMIK Bank Account 1110019243020132-1,0221/04,recommendations,unmik,operation,conducts
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,introduction,investigations division office internal oversight services,united nations mission liberia,receives information from
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,introduction,srsg unmil,businessman,involves in business dealings
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,introduction,unmil,businessman,benefits from
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,introduction,businessman,liberia,operates in
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,investigation_details,oios,senior official,investigates
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,investigation_details,senior official,businessman,involved in business dealings
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,investigation_details,businessman,senior official,benefits from abuse of authority
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,applicable_laws_and_procedural_rules,sgb/273,paragraph 18,contains
"ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL",ID CASE NO. 0093/04,applicable_laws_and_procedural_rules,paragraph 18,7 september 1994,refers to
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,introduction,united nations mission liberia,unmil,is an abbreviation of
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,introduction,office internal oversight services,id oios,is an abbreviation of
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,introduction,unmil,office internal oversight services,is investigated by
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,introduction,id oios,officer 1,conducts investigation on
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,introduction,officer 1,unmil,is responsible for discrepancies in
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,investigation_details,UNMIL,Siu,UNMIL initiated an investigation into allegations involving Siu.
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,investigation_details,Officer 1,OIOS,Officer 1 was involved in the investigation conducted by OIOS.
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,investigation_details,Monrovia,Liberia,Monrovia is a location within Liberia.
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,investigation_details,IAD1,OIOS,IAD1 conducted an audit report reviewed by OIOS.
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,methodology,officer,party,conducts interview with
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,methodology,officer,documentation,reviews
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,background_information,UNMIL,Security Council Resolution 1509,established by
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,background_information,MONUC,UNMIL,predecessor of
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,background_information,UNMIL,30 June 2004,officer replacement date
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,background_information,UNMIL,8 July 2004,officer post date
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,background_information,UNMIL,AP2004/626/05,audit reference
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,recommendations,dpko,unsubstantiated,record case status
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,recommendations,officer,id,associated with
ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES BY THE OFFICER OF THE UNMIL FUEL CELL,ID CASE NO. 0425/04,recommendations,id,rec iv04/425/01,refers to
Report of Investigation – ID Case 0050/05,0050/05,introduction,investigations division office internal oversight services,unon,investigates allegations against
Report of Investigation – ID Case 0050/05,0050/05,introduction,united nations,nairobi,has offices in
Report of Investigation – ID Case 0050/05,0050/05,introduction,united nations children fund,unicef,collaborates with
Report of Investigation – ID Case 0050/05,0050/05,introduction,un sacco,unon,provides loans to
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,un sacco,unon,related organization
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,united nations,un sacco,associated organization
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,oios,unon,investigates organization
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,loan,contract,type of financial term
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,staff,appointment,related role to event
Report of Investigation – ID Case 0050/05,0050/05,investigation_details,document,contract,type of document related to financial term
Report of Investigation – ID Case 0050/05,0050/05,applicable_laws_and_procedural_rules,united nations,administrative tribunal,is an organization that oversees the administrative tribunal
Report of Investigation – ID Case 0050/05,0050/05,applicable_laws_and_procedural_rules,administrative tribunal,unat,is a type of administrative tribunal
Report of Investigation – ID Case 0050/05,0050/05,applicable_laws_and_procedural_rules,judgement 562,2 july 1993,is a judgement issued on this date
Report of Investigation – ID Case 0050/05,0050/05,methodology,OIOS,UNICEF,management agree cooperate
Report of Investigation – ID Case 0050/05,0050/05,methodology,OIOS,UNON,interview staff conduct
Report of Investigation – ID Case 0050/05,0050/05,methodology,UNICEF,UNON,safeguard mechanism avoid similar occurrence
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,united nations,collaborates with
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,kenya,operates in
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,$ 13.5 million,has capital of
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,"2,500",has members
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,kshs 500,requires membership fee of
Report of Investigation – ID Case 0050/05,0050/05,background_information,un sacco,$ 7,requires membership fee of
Report of Investigation – ID Case 0050/05,0050/05,conclusions,UNICEF,Somalia,operates in
Report of Investigation – ID Case 0050/05,0050/05,conclusions,OIOS,SACCO,investigates
Report of Investigation – ID Case 0050/05,0050/05,conclusions,UNICEF,SACCO,involved in loan process
Report of Investigation – ID Case 0050/05,0050/05,recommendations,UNON,UN SACCO,UNON management must inform UN SACCO management about the requirement for original official UNON documentation.
Report of Investigation – ID Case 0050/05,0050/05,recommendations,UNON,ID REC IV05/050/01,UNON staff member must verify the authenticity of document ID REC IV05/050/01.
Report of Investigation – ID Case 0050/05,0050/05,recommendations,UNON,ID REC IV05/050/02,UNON management must liaise with UN SACCO management to determine if the staff member submitted fraudulent documentation to obtain loan ID REC IV05/050/02.
Report of Investigation – ID Case 0050/05,0050/05,recommendations,UNON,ID REC IV05/050/03,UNON management must ensure that the official UNON seal is secured to prevent misuse of document ID REC IV05/050/03.
Report of Investigation – ID Case 0050/05,0050/05,recommendations,UNON,ID REC IV05/050/04,UNON management must request UN SACCO management to confirm employment duration related to document ID REC IV05/050/04.
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,introduction,unon,united nations,is a part of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,introduction,united nations political office somalia,unpos,is also known as
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,introduction,united nations,investigations division office internal oversight services,is associated with
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,introduction,nairobi,unon,is the location of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,introduction,secretary general,united nations,is a title within
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,investigation_details,UNPOS,RSG,UNPOS official wishes to extend a satellite connection to RSG office
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,investigation_details,UNPOS,UNON,UNPOS requests installation of satellite link from UNON
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,investigation_details,UNON,ID OIOS,UNON staff member provides information to ID OIOS regarding satellite link installation
